"stationid","agg_grp","year","month","day","depth_m","decslat_ctr","decslon_ctr","subregion_depth","subregion_alongshore","use_pop_den_no_m2","use_biomass_den_kg_m2","biomass_den_kg_m3","pop_den_no_m3"
207064,"large jellyfish",2009,7,16,17.2,28.3405,-83.163,"1_inshore","3_Fla",0.0105011376346144,0.00359138907103811,0.0617718920218555,0.180619567315368
207067,"large jellyfish",2009,7,16,23.8,28.1545,-83.361,"2_shelf","3_Fla",0,0,0,0
207068,"large jellyfish",2009,7,16,34.8,27.9505,-83.6355,"2_shelf","3_Fla",0,0,0,0
207069,"large jellyfish",2009,7,16,42.1,27.933,-83.8455,"2_shelf","3_Fla",0,0,0,0
207070,"large jellyfish",2009,7,17,47,27.613,-83.7555,"2_shelf","3_Fla",0,0,0,0
207071,"large jellyfish",2009,7,17,47,27.9885,-83.9835,"2_shelf","3_Fla",0,0,0,0
207072,"large jellyfish",2009,7,17,41,28.047,-83.854,"2_shelf","3_Fla",0,0,0,0
207073,"large jellyfish",2009,7,17,32,28.089,-83.617,"2_shelf","3_Fla",0,0,0,0
207074,"large jellyfish",2009,7,17,31.1,27.932,-83.462,"2_shelf","3_Fla",0,0,0,0
207075,"large jellyfish",2009,7,17,16.5,27.538,-83.011,"1_inshore","3_Fla",0,0,0,0
207076,"large jellyfish",2009,7,17,12.6,27.6305,-82.9145,"1_inshore","3_Fla",0,0,0,0
207077,"large jellyfish",2009,7,17,14.1,27.3815,-82.878,"1_inshore","3_Fla",0,0,0,0
207078,"large jellyfish",2009,7,17,14.6,27.356,-82.85,"1_inshore","3_Fla",0,0,0,0
207079,"large jellyfish",2009,7,18,11,27.7425,-82.9495,"1_inshore","3_Fla",0,0,0,0
207080,"large jellyfish",2009,7,18,10.1,27.879,-82.9665,"1_inshore","3_Fla",0,0,0,0
207081,"large jellyfish",2009,7,18,29.3,27.8195,-83.3795,"2_shelf","3_Fla",0,0,0,0
207082,"large jellyfish",2009,7,18,31.1,27.5365,-83.255,"2_shelf","3_Fla",0,0,0,0
207083,"large jellyfish",2009,7,18,27.4,27.7315,-83.254,"2_shelf","3_Fla",0,0,0,0
207084,"large jellyfish",2009,7,18,10,27.1935,-82.558,"1_inshore","3_Fla",0,0,0,0
207085,"large jellyfish",2009,7,18,20.1,27.145,-82.7925,"2_shelf","3_Fla",0,0,0,0
207086,"large jellyfish",2009,7,18,20.1,27.048,-82.6995,"2_shelf","3_Fla",0,0,0,0
207088,"large jellyfish",2009,7,19,23,26.8845,-82.685,"2_shelf","3_Fla",0,0,0,0
207089,"large jellyfish",2009,7,19,25,26.6605,-82.69,"2_shelf","3_Fla",0,0,0,0
207090,"large jellyfish",2009,7,19,26,26.604,-82.726,"2_shelf","3_Fla",0,0,0,0
207091,"large jellyfish",2009,7,19,17.4,26.6445,-82.484,"1_inshore","3_Fla",0,0,0,0
207092,"large jellyfish",2009,7,19,20.1,26.4235,-82.4485,"2_shelf","3_Fla",0,0,0,0
207093,"large jellyfish",2009,7,19,24,26.5,-82.6285,"2_shelf","3_Fla",0,0,0,0
207094,"large jellyfish",2009,7,19,31.1,26.51,-82.8605,"2_shelf","3_Fla",0,0,0,0
207097,"large jellyfish",2009,7,22,22,26.9125,-82.7095,"2_shelf","3_Fla",0,0,0,0
207098,"large jellyfish",2009,7,22,32.9,26.6055,-82.8895,"2_shelf","3_Fla",0,0,0,0
207099,"large jellyfish",2009,7,23,27.4,26.1295,-82.634,"2_shelf","3_Fla",0,0,0,0
207100,"large jellyfish",2009,7,23,20.1,26.0725,-82.303,"2_shelf","3_Fla",0.65107053334609,0.00473111254231492,0.0950953621005299,13.0865177202564
207101,"large jellyfish",2009,7,23,13.7,26.018,-82.016,"1_inshore","3_Fla",0,0,0,0
207102,"large jellyfish",2009,7,23,25.6,26.176,-82.6085,"2_shelf","3_Fla",0,0,0,0
207103,"large jellyfish",2009,7,23,38.4,26.4625,-82.984,"2_shelf","3_Fla",0,0,0,0
207104,"large jellyfish",2009,7,23,34.8,26.233,-82.8125,"2_shelf","3_Fla",0,0,0,0
207105,"large jellyfish",2009,7,24,33,26.1105,-82.7395,"2_shelf","3_Fla",0,0,0,0
207106,"large jellyfish",2009,7,24,37,26.16,-82.832,"2_shelf","3_Fla",0,0,0,0
207107,"large jellyfish",2009,7,24,35,26.346,-82.8695,"2_shelf","3_Fla",0,0,0,0
207108,"large jellyfish",2009,7,24,40.2,26.378,-83.0205,"2_shelf","3_Fla",0,0,0,0
207109,"large jellyfish",2009,7,24,62.2,26.4175,-83.5565,"2_shelf","3_Fla",0,0,0,0
207110,"large jellyfish",2009,7,24,96.9,26.2775,-83.816,"2_shelf","3_Fla",0,0,0,0
207111,"large jellyfish",2009,7,25,65,26.248,-83.613,"2_shelf","3_Fla",0,0,0,0
207112,"large jellyfish",2009,7,25,56.7,26.397,-83.4525,"2_shelf","3_Fla",0,0,0,0
207113,"large jellyfish",2009,7,25,75,26.6785,-83.773,"2_shelf","3_Fla",0,0,0,0
207115,"large jellyfish",2009,7,25,82.3,26.9455,-83.9815,"2_shelf","3_Fla",0,0,0,0
207116,"large jellyfish",2009,7,25,80.5,27.66,-84.3245,"2_shelf","3_Fla",0,0,0,0
207117,"large jellyfish",2009,7,25,69.5,27.827,-84.3225,"2_shelf","3_Fla",0,0,0,0
207118,"large jellyfish",2009,7,26,92,28.0275,-84.6255,"2_shelf","3_Fla",0,0,0,0
207119,"large jellyfish",2009,7,26,65,28.2605,-84.5545,"2_shelf","3_Fla",0,0,0,0
207120,"large jellyfish",2009,7,26,73.2,28.3215,-84.806,"2_shelf","3_Fla",0,0,0,0
207121,"large jellyfish",2009,7,26,86,28.334,-84.875,"2_shelf","3_Fla",0,0,0,0
207122,"large jellyfish",2009,7,26,82.3,28.3495,-84.87,"2_shelf","3_Fla",0,0,0,0
207123,"large jellyfish",2009,7,26,98.8,28.205,-84.8295,"2_shelf","3_Fla",0,0,0,0
207124,"large jellyfish",2009,7,26,75,28.1155,-84.6125,"2_shelf","3_Fla",0,0,0,0
207125,"large jellyfish",2009,7,26,65.8,28.0555,-84.402,"2_shelf","3_Fla",0,0,0,0
207126,"large jellyfish",2009,7,26,56.7,28.1275,-84.3075,"2_shelf","3_Fla",0,0,0,0
207127,"large jellyfish",2009,7,27,56.7,28.142,-84.32,"2_shelf","3_Fla",0,0,0,0
207128,"large jellyfish",2009,7,27,31.1,28.544,-83.9115,"2_shelf","3_Fla",0,0,0,0
207129,"large jellyfish",2009,7,27,47.5,28.344,-84.3555,"2_shelf","3_Fla",0,0,0,0
207130,"large jellyfish",2009,7,27,47.6,28.571,-84.509,"2_shelf","3_Fla",0,0,0,0
207131,"large jellyfish",2009,7,28,48,28.9625,-85.0785,"2_shelf","3_Fla",0,0,0,0
207132,"large jellyfish",2009,7,28,36.6,29.0605,-84.946,"2_shelf","3_Fla",0,0,0,0
207133,"large jellyfish",2009,7,28,86,29.1875,-85.576,"2_shelf","3_Fla",0,0,0,0
207134,"large jellyfish",2009,7,28,59,29.3125,-85.783,"2_shelf","3_Fla",0,0,0,0
207135,"large jellyfish",2009,7,28,38.4,29.399,-85.6745,"2_shelf","3_Fla",0,0,0,0
207136,"large jellyfish",2009,7,28,56.7,29.6485,-86.1495,"2_shelf","3_Fla",0,0,0,0
207137,"large jellyfish",2009,7,29,84.1,29.768,-86.318,"2_shelf","3_Fla",0.0217023511115363,0.00742220408014542,0.62420736314023,1.8251677284802
207138,"large jellyfish",2009,7,29,56.7,29.902,-86.2465,"2_shelf","3_Fla",0.0315034129038431,0.0107741672131143,0.610895280983581,1.7862435116479
207139,"large jellyfish",2009,7,29,96.9,29.857,-86.5255,"2_shelf","3_Fla",0.0217023511115363,0.00742220408014542,0.719211575366091,2.10295782270787
207140,"large jellyfish",2009,7,29,75,29.953,-86.4975,"2_shelf","3_Fla",0,0,0,0
207141,"large jellyfish",2009,7,29,93,30.0805,-86.92,"2_shelf","3_Fla",0,0,0,0
207143,"large jellyfish",2009,7,29,75,29.865,-87.223,"2_shelf","3_Fla",0,0,0,0
207144,"large jellyfish",2009,7,29,49.4,29.62,-87.5695,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.171870413230868,0.502545067926515
207145,"large jellyfish",2009,7,30,69.5,29.6105,-87.451,"2_shelf","3_Fla",0,0,0,0
207146,"large jellyfish",2009,7,30,69.5,29.596,-87.468,"2_shelf","3_Fla",0,0,0,0
207147,"large jellyfish",2009,7,30,40.2,29.661,-87.95,"2_shelf","3_Fla",0,0,0,0
207148,"large jellyfish",2009,7,30,38.4,29.704,-87.9655,"2_shelf","3_Fla",0.0315034129038431,0.0107741672131143,0.413728020983589,1.20973105550757
207149,"large jellyfish",2009,7,30,32.9,29.816,-88.0215,"2_shelf","2_Lou",0.0210022752692287,0.00718277814207622,0.236313400874308,0.690974856357624
207150,"large jellyfish",2009,7,30,31.1,29.833,-87.9905,"2_shelf","3_Fla",0.030518931250598,0.0104374744877045,0.32460545656761,0.949138761893598
207151,"large jellyfish",2009,7,22,32,26.6595,-82.8745,"2_shelf","3_Fla",0,0,0,0
207152,"large jellyfish",2009,7,22,31.1,26.711,-82.8945,"2_shelf","3_Fla",0,0,0,0
207153,"large jellyfish",2009,7,24,96.9,26.335,-83.8215,"2_shelf","3_Fla",0,0,0,0
207154,"large jellyfish",2009,7,24,93.3,26.3825,-83.8255,"2_shelf","3_Fla",0,0,0,0
207155,"large jellyfish",2009,7,24,95.1,26.432,-83.8275,"2_shelf","3_Fla",0,0,0,0
207156,"large jellyfish",2014,10,8,34,29.9665,-87.5155,"2_shelf","3_Fla",0.0542558777788408,0.0185555102003636,0.630887346812362,1.84469984448059
207157,"large jellyfish",2014,10,8,33,29.9555,-87.4115,"2_shelf","3_Fla",0.0217023511115363,0.00742220408014542,0.244932734644799,0.716177586680698
207158,"large jellyfish",2014,10,8,53,29.972,-87.141,"2_shelf","3_Fla",0,0,0,0
207160,"large jellyfish",2014,10,8,33,30.2315,-86.787,"2_shelf","3_Fla",0.0108511755557682,0.00371110204007271,0.122466367322399,0.358088793340351
207163,"large jellyfish",2014,10,9,67,29.9355,-86.329,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.233103596892067,0.681589464596691
207164,"large jellyfish",2014,10,9,40,29.9575,-86.1235,"2_shelf","3_Fla",0.0759582288903771,0.025977714280509,1.03910857122036,3.03832915561508
207165,"large jellyfish",2014,10,9,45,29.619,-86.026,"2_shelf","3_Fla",0,0,0,0
207166,"large jellyfish",2014,10,9,69,29.567,-86.052,"2_shelf","3_Fla",0,0,0,0
207168,"large jellyfish",2014,10,9,46,29.436,-85.844,"2_shelf","3_Fla",0.0406919083341306,0.0139166326502727,0.640165101912544,1.87182778337001
207169,"large jellyfish",2014,10,9,52,29.3875,-85.8525,"2_shelf","3_Fla",0.029594115152095,0.0101211873820165,0.526301743864858,1.53889398790894
207170,"large jellyfish",2014,10,9,25,29.409,-85.606,"2_shelf","3_Fla",0.0394588202027933,0.0134949165093553,0.337372912733882,0.986470505069833
207173,"large jellyfish",2014,10,10,96,28.955,-85.3795,"2_shelf","3_Fla",0.0630068258076861,0.0215483344262287,2.06864010491796,6.04865527753787
207174,"large jellyfish",2014,10,10,38,29.179,-85.3055,"2_shelf","3_Fla",0.0315034129038431,0.0107741672131143,0.409418354098343,1.19712969034604
207175,"large jellyfish",2014,10,10,30,29.2535,-85.0565,"2_shelf","3_Fla",0.00986470505069833,0.00337372912733883,0.101211873820165,0.29594115152095
207176,"large jellyfish",2014,10,10,25,29.3515,-84.9915,"2_shelf","3_Fla",0.0315034129038431,0.0107741672131143,0.269354180327858,0.787585322596077
207177,"large jellyfish",2014,10,10,35,29.1655,-84.741,"2_shelf","3_Fla",0.0210022752692287,0.00718277814207622,0.251397234972668,0.735079634423005
207178,"large jellyfish",2014,10,10,35,29.0395,-84.5815,"2_shelf","3_Fla",0,0,0,0
207180,"large jellyfish",2014,10,10,34,28.928,-84.38,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.118291377527318,0.345881220840112
207181,"large jellyfish",2014,10,10,44,28.7555,-84.565,"2_shelf","3_Fla",0,0,0,0
207182,"large jellyfish",2014,10,11,43,28.9995,-84.845,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.149603800990431,0.437438014591906
207183,"large jellyfish",2014,10,11,45,29.0145,-84.893,"2_shelf","3_Fla",0.0336760620696253,0.0115172132278119,0.518274595251536,1.51542279313314
207185,"large jellyfish",2014,10,11,88,28.808,-85.138,"2_shelf","3_Fla",0.19328656458712,0.0661040050887952,5.81715244781398,17.0092176836666
207186,"large jellyfish",2014,10,11,74,28.6805,-85.009,"2_shelf","3_Fla",0.0735079634423005,0.0251397234972668,1.86033953879774,5.43958929473024
207188,"large jellyfish",2014,10,11,92,28.486,-84.9485,"2_shelf","3_Fla",0.030518931250598,0.0104374744877045,0.960247652868814,2.80774167505502
207189,"large jellyfish",2014,10,11,65,28.4275,-84.7115,"2_shelf","3_Fla",0.0217023511115363,0.00742220408014542,0.482443265209452,1.41065282224986
207191,"large jellyfish",2014,10,11,60,28.312,-84.4705,"2_shelf","3_Fla",0,0,0,0
207192,"large jellyfish",2014,10,11,71,28.266,-84.6675,"2_shelf","3_Fla",0.0180852925929469,0.00618517006678785,0.439147074741937,1.28405577409923
207193,"large jellyfish",2014,10,11,69,28.3145,-84.709,"2_shelf","3_Fla",0.0406919083341306,0.0139166326502727,0.960247652868816,2.80774167505501
207195,"large jellyfish",2014,10,12,112,27.8785,-84.5325,"2_shelf","3_Fla",0,0,0,0
207196,"large jellyfish",2014,10,12,80,27.7995,-84.3475,"2_shelf","3_Fla",0,0,0,0
207197,"large jellyfish",2014,10,12,62,NA,27.8925,"2_shelf","3_Fla",0,0,0,0
207199,"large jellyfish",2014,10,12,43,28.0965,-83.9855,"2_shelf","3_Fla",0.0108511755557682,0.00371110204007271,0.159577387723127,0.466600548898033
207200,"large jellyfish",2014,10,12,38,28.261,-83.9135,"2_shelf","3_Fla",0,0,0,0
207201,"large jellyfish",2014,10,12,41,28.105,-83.891,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.142645484665295,0.417092060424841
207202,"large jellyfish",2014,10,12,50,27.817,-83.902,"2_shelf","3_Fla",0,0,0,0
207203,"large jellyfish",2014,10,12,63,27.71,-84.118,"2_shelf","3_Fla",0.0406919083341306,0.0139166326502727,0.87674785696718,2.56359022505023
207205,"large jellyfish",2014,10,13,81,27.415,-84.191,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.281811811168022,0.824011143766149
207206,"large jellyfish",2014,10,13,83,27.356,-84.1255,"2_shelf","3_Fla",0,0,0,0
207207,"large jellyfish",2014,10,13,72,27.3145,-84.013,"2_shelf","3_Fla",0.00986470505069833,0.00337372912733883,0.242908497168396,0.71025876365028
207208,"large jellyfish",2014,10,13,112,27.1995,-84.2085,"2_shelf","3_Fla",0,0,0,0
207210,"large jellyfish",2014,10,14,24,26.313,-82.533,"2_shelf","3_Fla",0.136514789249987,0.0466880579234954,1.12051339016389,3.27635494199969
207211,"large jellyfish",2014,10,14,10,26.338,-82.1435,"1_inshore","3_Fla",0.0789176404055866,0.0269898330187106,0.269898330187106,0.789176404055866
207212,"large jellyfish",2014,10,14,18,26.172,-82.1855,"1_inshore","3_Fla",0.11936293111345,0.0408221224407998,0.734798203934396,2.1485327600421
207213,"large jellyfish",2014,10,14,14,26.228,-82.0425,"1_inshore","3_Fla",0.53170760223264,0.181843999963563,2.54581599948988,7.44390643125696
207214,"large jellyfish",2014,10,14,9,26.228,-81.888,"1_inshore","3_Fla",0.0465050380961493,0.0159047230288831,0.143142507259948,0.418545342865344
207216,"large jellyfish",2014,10,14,13,25.8085,-81.869,"1_inshore","3_Fla",0.729648011508549,0.249539619935924,3.24401505916701,9.48542414961114
207217,"large jellyfish",2014,10,15,20,25.7335,-82.131,"1_inshore","3_Fla",1.81369648574982,0.620284198126439,12.4056839625288,36.2739297149964
207218,"large jellyfish",2014,10,15,24,25.523,-82.126,"2_shelf","3_Fla",0,0,0,0
207220,"large jellyfish",2014,10,15,17.6,25.4205,-81.942,"1_inshore","3_Fla",1.1936293111345,0.408221224407998,7.18469354958077,21.0078758759672
207221,"large jellyfish",2014,10,15,13,25.495,-81.79,"1_inshore","3_Fla",0.577562569903789,0.197526398907096,2.56784318579225,7.50831340874926
207222,"large jellyfish",2014,10,15,17,24.9965,-81.824,"1_inshore","3_Fla",0.0105011376346144,0.00359138907103811,0.0610536142076479,0.178519339788445
207223,"large jellyfish",2014,10,15,18,24.9725,-81.889,"1_inshore","3_Fla",0.0420045505384574,0.0143655562841524,0.258580013114743,0.756081909692233
207224,"large jellyfish",2014,10,15,20,24.843,-81.9945,"1_inshore","3_Fla",0.0210022752692287,0.00718277814207622,0.143655562841524,0.420045505384574
207225,"large jellyfish",2014,10,15,22,24.872,-82.1035,"2_shelf","3_Fla",0.0279030228576896,0.00954283381732983,0.209942343981256,0.613866502869171
207226,"large jellyfish",2014,10,15,22,24.9495,-82.088,"2_shelf","3_Fla",0.108511755557682,0.0371110204007271,0.816442448815996,2.387258622269
207228,"large jellyfish",2014,10,16,26,25.099,-82.2335,"2_shelf","3_Fla",0.0630068258076861,0.0215483344262287,0.560256695081946,1.63817747099984
207230,"large jellyfish",2014,10,16,32,25.0135,-82.4775,"2_shelf","3_Fla",0,0,0,0
207232,"large jellyfish",2014,10,16,28,25.427,-82.2875,"2_shelf","3_Fla",0.203459541670653,0.0695831632513634,1.94832857103818,5.69686716677828
207233,"large jellyfish",2014,10,16,22,25.432,-82.1115,"2_shelf","3_Fla",3.81961379563039,1.30630791810559,28.738774198323,84.0315035038686
207234,"large jellyfish",2014,10,16,25,25.6245,-82.2575,"2_shelf","3_Fla",0.467956945842502,0.160041275478136,4.0010318869534,11.6989236460625
207235,"large jellyfish",2014,10,16,26,25.748,-82.323,"2_shelf","3_Fla",0.336036404307659,0.114924450273219,2.98803570710369,8.73694651199913
207236,"large jellyfish",2014,10,16,40,25.8495,-82.7855,"2_shelf","3_Fla",0,0,0,0
207237,"large jellyfish",2014,10,16,35,25.8605,-82.6335,"2_shelf","3_Fla",0.0105011376346144,0.00359138907103811,0.125698617486334,0.367539817211504
207239,"large jellyfish",2014,10,17,32,26.047,-82.645,"2_shelf","3_Fla",0.105011376346144,0.0359138907103811,1.1492445027322,3.36036404307661
207240,"large jellyfish",2014,10,17,29,26.089,-82.6235,"2_shelf","3_Fla",1.57835280811173,0.539796660374213,15.6541031508522,45.7722314352402
207241,"large jellyfish",2014,10,17,24,26.3205,-82.532,"2_shelf","3_Fla",5.45552205527931,1.86578854290552,44.7789250297325,130.932529326703
207242,"large jellyfish",2014,10,17,24,26.3305,-82.5425,"2_shelf","3_Fla",6.33218599367245,2.16560760983598,51.9745826360635,151.972463848139
207244,"large jellyfish",2014,10,17,15,26.6175,-82.3955,"1_inshore","3_Fla",0.244151450004784,0.083499795901636,1.25249693852454,3.66227175007176
207245,"large jellyfish",2014,10,17,25,26.618,-82.7105,"2_shelf","3_Fla",1.86640219559212,0.638309550892507,15.9577387723127,46.660054889803
207246,"large jellyfish",2014,10,17,22,26.7785,-82.6195,"2_shelf","3_Fla",0.213632518754186,0.0730623214139315,1.60737107110649,4.69991541259209
207248,"large jellyfish",2014,10,18,23,27.2565,-82.945,"2_shelf","3_Fla",0.0108511755557682,0.00371110204007271,0.0853553469216723,0.249577037782669
207249,"large jellyfish",2014,10,18,40,27.332,-83.3295,"2_shelf","3_Fla",0.493235252534917,0.168686456366941,6.74745825467764,19.7294101013967
207250,"large jellyfish",2014,10,18,39,27.4165,-83.3595,"2_shelf","3_Fla",0,0,0,0
207251,"large jellyfish",2014,10,18,33,27.4255,-83.244,"2_shelf","3_Fla",0.0217023511115363,0.00742220408014542,0.244932734644799,0.716177586680698
207252,"large jellyfish",2014,10,18,34,27.498,-83.265,"2_shelf","3_Fla",0.510005251121104,0.174421795883417,5.93034106003618,17.3401785381175
207253,"large jellyfish",2014,10,18,28,27.643,-83.255,"2_shelf","3_Fla",0.0986470505069833,0.0337372912733883,0.944644155654872,2.76211741419553
207254,"large jellyfish",2014,10,18,30,27.709,-83.3215,"2_shelf","3_Fla",0,0,0,0
207255,"large jellyfish",2014,10,18,30,27.459,-83.164,"2_shelf","3_Fla",0.126013651615372,0.0430966688524573,1.29290006557372,3.78040954846116
207257,"large jellyfish",2014,10,18,13,27.511,-82.9025,"1_inshore","3_Fla",0.030518931250598,0.0104374744877045,0.135687168340159,0.396746106257774
207258,"large jellyfish",2014,10,20,11,27.5515,-82.8065,"1_inshore","3_Fla",0.0394588202027933,0.0134949165093553,0.148444081602908,0.434047022230726
207261,"large jellyfish",2014,10,20,38,26.915,-83.1035,"2_shelf","3_Fla",0.101729770835327,0.0347915816256817,1.3220801017759,3.86573129174243
207262,"large jellyfish",2014,10,21,36,26.638,-82.972,"2_shelf","3_Fla",0.128241165659078,0.0438584786554048,1.57890523159457,4.61668196372681
207264,"large jellyfish",2014,10,21,41,26.375,-83.043,"2_shelf","3_Fla",0.0735079634423005,0.0251397234972668,1.03072866338794,3.01382650113432
207265,"large jellyfish",2014,10,21,49,26.1775,-83.135,"2_shelf","3_Fla",0.0813838166682612,0.0278332653005453,1.36382999972672,3.9878070167448
207266,"large jellyfish",2014,10,21,40,26.161,-82.9695,"2_shelf","3_Fla",0.0105011376346144,0.00359138907103811,0.143655562841524,0.420045505384576
207268,"large jellyfish",2014,10,21,44,25.958,-82.919,"2_shelf","3_Fla",0,0,0,0
207269,"large jellyfish",2014,10,21,56,25.87,-83.1565,"2_shelf","3_Fla",0.0217023511115363,0.00742220408014542,0.415643428488144,1.21533166224603
207270,"large jellyfish",2014,10,21,59,25.7975,-83.252,"2_shelf","3_Fla",0,0,0,0
207271,"large jellyfish",2014,10,21,51,25.673,-83.007,"2_shelf","3_Fla",0.11837646060838,0.040484749528066,2.06472222593137,6.03719949102738
207272,"large jellyfish",2014,10,21,47,25.597,-82.9815,"2_shelf","3_Fla",0.173618808892291,0.0593776326411634,2.79074873413468,8.16008401793768
207274,"large jellyfish",2014,10,22,50,25.5115,-82.9335,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.173957908128409,0.508648854176635
207275,"large jellyfish",2014,10,22,43,25.526,-82.7865,"2_shelf","3_Fla",0,0,0,0
207276,"large jellyfish",2014,10,22,44,25.426,-82.812,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.153082959152999,0.447610991675439
207278,"large jellyfish",2014,10,22,62,25.0185,-83.2405,"2_shelf","3_Fla",0.0105011376346144,0.00359138907103811,0.222666122404363,0.651070533346093
207279,"large jellyfish",2014,10,22,49,24.864,-83,"2_shelf","3_Fla",0.0105011376346144,0.00359138907103811,0.175978064480867,0.514555744096106
207280,"large jellyfish",2014,10,22,57,24.618,-83.146,"2_shelf","3_Fla",0.0105011376346144,0.00359138907103811,0.204709177049172,0.598564845173021
207282,"large jellyfish",2014,10,22,63,24.7035,-83.547,"2_shelf","3_Fla",0.0325535266673045,0.0111333061202181,0.70139828557374,2.05087218004018
207283,"large jellyfish",2014,10,23,81,24.794,-83.843,"2_shelf","3_Fla",0,0,0,0
207284,"large jellyfish",2014,10,23,71,24.9155,-83.55,"2_shelf","3_Fla",0.030518931250598,0.0104374744877045,0.74106068862702,2.16684411879246
207285,"large jellyfish",2014,10,23,71,25.108,-83.5045,"2_shelf","3_Fla",0.0325535266673045,0.0111333061202181,0.790464734535485,2.31130039337862
207286,"large jellyfish",2014,10,23,76,25.1635,-83.5955,"2_shelf","3_Fla",0,0,0,0
207287,"large jellyfish",2014,10,23,76,25.0955,-83.618,"2_shelf","3_Fla",0,0,0,0
207288,"large jellyfish",2014,10,23,95,25.1125,-83.713,"2_shelf","3_Fla",0.0287237000005628,0.00982350540019247,0.933233013018285,2.72875150005347
207291,"large jellyfish",2014,10,26,58,26.4695,-83.4645,"2_shelf","3_Fla",0.030518931250598,0.0104374744877045,0.605373520286861,1.77009801253468
207292,"large jellyfish",2014,10,26,63,26.3215,-83.543,"2_shelf","3_Fla",0.00986470505069833,0.00337372912733883,0.212544935022346,0.621476418193995
207293,"large jellyfish",2014,10,26,56,26.298,-83.3545,"2_shelf","3_Fla",0.0203459541670653,0.00695831632513634,0.389665714207635,1.13937343335566
207294,"large jellyfish",2014,10,26,57,26.202,-83.3555,"2_shelf","3_Fla",0.0108511755557682,0.00371110204007271,0.211532816284144,0.618517006678787
207295,"large jellyfish",2014,10,26,58,26.2375,-83.4115,"2_shelf","3_Fla",0.0108511755557682,0.00371110204007271,0.215243918324217,0.629368182234556
207296,"large jellyfish",2014,10,26,66,26.15,-83.5895,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.229624438729499,0.671416487513158
207298,"large jellyfish",2014,10,26,67,25.727,-83.4675,"2_shelf","3_Fla",0.0325535266673045,0.0111333061202181,0.745931510054613,2.1810862867094
207300,"large jellyfish",2014,10,27,104,25.6425,-83.7665,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.36183244890709,1.0579896166874
207301,"large jellyfish",2014,10,27,106,25.736,-83.758,"2_shelf","3_Fla",0.0105011376346144,0.00359138907103811,0.38068724153004,1.11312058926913
207302,"large jellyfish",2014,10,27,109,25.8095,-83.7915,"2_shelf","3_Fla",0,0,0,0
207303,"large jellyfish",2014,10,27,108,25.9905,-83.8135,"2_shelf","3_Fla",0,0,0,0
207304,"large jellyfish",2014,10,27,105,26.293,-83.827,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.365311607069658,1.06816259377093
207305,"large jellyfish",2014,10,27,115,26.4305,-83.8785,"2_shelf","3_Fla",0.0112253540232084,0.00383907107593729,0.441493173732788,1.29091571266897
207307,"large jellyfish",2014,10,27,81,27.1575,-84.0395,"2_shelf","3_Fla",0.0101729770835327,0.00347915816256817,0.281811811168022,0.824011143766149
207308,"large jellyfish",2014,10,28,49,27.54,-83.722,"2_shelf","3_Fla",0.0210022752692287,0.00718277814207622,0.351956128961735,1.02911148819221
207311,"large jellyfish",2014,10,28,35,28.0785,-83.6615,"2_shelf","3_Fla",0.0813838166682612,0.0278332653005453,0.974164285519086,2.84843358338914
207312,"large jellyfish",2014,10,28,22,28.1115,-83.2545,"2_shelf","3_Fla",0,0,0,0
207318,"large jellyfish",2014,10,29,8,28.694,-83.031,"1_inshore","3_Fla",0,0,0,0
207319,"large jellyfish",2014,10,29,15,28.881,-83.2965,"1_inshore","3_Fla",0.0394588202027933,0.0134949165093553,0.202423747640329,0.591882303041899
207320,"large jellyfish",2014,10,29,12,29.1265,-83.4275,"1_inshore","3_Fla",0,0,0,0
207321,"large jellyfish",2014,10,29,12,29.259,-83.518,"1_inshore","3_Fla",0.357038679576888,0.122107228415296,1.46528674098355,4.28446415492266
207322,"large jellyfish",2014,10,29,8,29.503,-83.548,"1_inshore","3_Fla",0,0,0,0
207323,"large jellyfish",2014,10,29,6,29.616,-83.557,"1_inshore","3_Fla",0,0,0,0
207324,"large jellyfish",2014,10,29,16,29.4415,-83.822,"1_inshore","3_Fla",0,0,0,0
207326,"large jellyfish",2014,10,29,22,29.534,-84.249,"2_shelf","3_Fla",0,0,0,0
207327,"large jellyfish",2014,10,29,18,29.7015,-84.3415,"1_inshore","3_Fla",0,0,0,0
207527,"large jellyfish",2015,10,8,65,29.6615,-87.4645,"2_shelf","3_Fla",0.0105011376346143,0.00359138907103811,0.233440289617477,0.682573946249929
207528,"large jellyfish",2015,10,8,44,29.9745,-87.1755,"2_shelf","3_Fla",0.0105011376346144,0.00359138907103811,0.158021119125677,0.462050055923034
207529,"large jellyfish",2015,10,8,77,29.8805,-87.1665,"2_shelf","3_Fla",0,0,0,0
